Year,Code,Waste,WstOper,Value
2007,386,5,3,-1
2007,386,6,1,-1
2007,386,6,2,-1
2007,386,6,3,-1
2007,386,7,1,32292
2007,386,7,2,13514
2007,386,7,3,13514
2007,386,8,1,1365
2007,386,8,2,1207
2007,386,8,3,700
2007,421,0,1,317762
2007,421,0,2,214270
2007,421,0,3,193998
2007,421,1,1,118731
2007,421,1,2,115153
2007,421,1,3,102254
2007,421,2,1,75045
2007,421,2,2,33768
2007,421,2,3,31289
2007,421,3,1,21781
2007,421,3,2,4499
2007,421,3,3,1029
2007,421,4,1,17457
2007,421,4,2,13380
2007,421,4,3,12828
2007,421,5,1,-1
2007,421,5,2,-1
2007,421,5,3,-1
2007,421,6,1,-1
2007,421,6,2,-1
2007,421,6,3,-1
2007,421,7,1,84748
2007,421,7,2,47470
2007,421,7,3,46598
2007,421,8,1,0
2007,421,8,2,0
2007,421,8,3,0
2007,358,0,1,695715
2007,358,0,2,582600
2007,358,0,3,361225
2007,358,1,1,265393
2007,358,1,2,253398
2007,358,1,3,232616
2007,358,2,1,98555
2007,358,2,2,42385
2007,358,2,3,18124
2007,358,3,1,214234
2007,358,3,2,192721
2007,358,3,3,21008
2007,358,4,1,47390
2007,358,4,2,33306
2007,358,4,3,33306
2007,358,5,1,-1
2007,358,5,2,-1
2007,358,5,3,-1
2007,358,6,1,-1
2007,358,6,2,-1
2007,358,6,3,-1
2007,358,7,1,69300
2007,358,7,2,60790
2007,358,7,3,56171
2007,358,8,1,843
2007,358,8,2,0
2007,358,8,3,0
2007,46,0,1,1442951
2007,46,0,2,1176394
2007,46,0,3,856007
2007,46,1,1,686000
2007,46,1,2,504000
2007,46,1,3,504000
2007,46,2,1,191316
2007,46,2,2,149740
2007,46,2,3,79803
2007,46,3,1,300790
2007,46,3,2,300000
2007,46,3,3,50000
2007,46,4,1,69558
2007,46,4,2,51654
2007,46,4,3,51204
2007,46,5,1,26858
2007,46,5,2,18839
2007,46,5,3,18389
2007,46,6,1,42700
2007,46,6,2,32815
2007,46,6,3,32815
2007,46,7,1,181000
2007,46,7,2,171000
2007,46,7,3,171000
2007,46,8,1,14287
2007,46,8,2,0
2007,46,8,3,0
2007,44,0,1,10610000
2007,44,0,2,6771115
2007,44,0,3,6294012
2007,44,1,1,3801000
2007,44,1,2,3300518
2007,44,1,3,3014256
2007,44,2,1,2121000
2007,44,2,2,667408
2007,44,2,3,476567
2007,44,3,1,1192000
2007,44,3,2,911617
2007,44,3,3,911617
2007,44,4,1,823000
2007,44,4,2,427565
2007,44,4,3,427565
2007,44,5,1,144000
2007,44,5,2,44905
2007,44,5,3,44905
2007,44,6,1,679000
2007,44,6,2,382660
2007,44,6,3,382660
2007,44,7,1,2650000
2007,44,7,2,1464007
2007,44,7,3,1464007
2007,44,8,1,23000
2007,44,8,2,0
2007,44,8,3,0
2007,354,0,1,-1
2007,354,0,2,-1
2007,354,0,3,-1
2007,354,1,1,-1
2007,354,1,2,-1
2007,354,1,3,-1
2007,354,2,1,-1
2007,354,2,2,-1
2007,354,2,3,-1
2007,354,3,1,-1
2007,354,3,2,-1
2007,354,3,3,-1
2007,354,4,1,-1
2007,354,4,2,-1
2007,354,4,3,-1
2007,354,5,1,-1
2007,354,5,2,-1
2007,354,5,3,-1
2007,354,6,1,-1
2007,354,6,2,-1
2007,354,6,3,-1
2007,354,7,1,-1
2007,354,7,2,-1
2007,354,7,3,-1
2007,354,8,1,-1
2007,354,8,2,-1
2007,354,8,3,-1
2007,423,0,1,5897
2007,423,0,2,5897
2007,423,0,3,2858
2007,423,1,1,2267
2007,423,1,2,2267
2007,423,1,3,1746
2007,423,2,1,661
2007,423,2,2,661
2007,423,2,3,21
2007,423,3,1,968
2007,423,3,2,968
2007,423,3,3,0
2007,423,4,1,241
2007,423,4,2,241
2007,423,4,3,241
2007,423,5,1,162
2007,423,5,2,162
2007,423,5,3,162
2007,423,6,1,78
2007,423,6,2,78
2007,423,6,3,78
2007,423,7,1,1343
2007,423,7,2,1343
2007,423,7,3,850
2007,423,8,1,417
2007,423,8,2,417
2007,423,8,3,0
2007,47,0,1,505895
2007,47,0,2,454723
2007,47,0,3,346281
2007,47,1,1,283011
2007,47,1,2,263921
2007,47,1,3,232501
2007,47,2,1,140895
2007,47,2,2,119037
2007,47,2,3,42015
2007,47,3,1,-1
2007,47,3,2,-1
2007,47,3,3,-1
2007,47,4,1,14204
2007,47,4,2,9419
2007,47,4,3,9419
2007,47,5,1,14204
2007,47,5,2,9419
2007,47,5,3,9419
2007,47,6,1,0
2007,47,6,2,0
2007,47,6,3,0
2007,47,7,1,62776
2007,47,7,2,62346
2007,47,7,3,62346
2007,47,8,1,5009
2007,47,8,2,0
2007,47,8,3,0
2008,32,0,1,1690170
2008,32,0,2,1605571
2008,32,0,3,1332725
2008,32,1,1,643154
2008,32,1,2,615309
2008,32,1,3,574775
2008,32,2,1,301581
2008,32,2,2,260191
2008,32,2,3,119111
2008,32,3,1,196505
2008,32,3,2,196505
2008,32,3,3,113753
2008,32,4,1,131962
2008,32,4,2,124044
2008,32,4,3,124044
2008,32,5,1,-1
2008,32,5,2,-1
2008,32,5,3,-1
2008,32,6,1,-1
2008,32,6,2,-1
2008,32,6,3,-1
2008,32,7,1,400234
2008,32,7,2,400234
2008,32,7,3,400234
2008,32,8,1,16734
2008,32,8,2,9289
2008,32,8,3,808
2008,359,0,1,302208
2008,359,0,2,152389
2008,359,0,3,152057
2008,359,1,1,87077
2008,359,1,2,73945
2008,359,1,3,73945
2008,359,2,1,77682
2008,359,2,2,12084
2008,359,2,3,12084
2008,359,3,1,6964
2008,359,3,2,3159
2008,359,3,3,2827
2008,359,4,1,18127
2008,359,4,2,11806
2008,359,4,3,11806
2008,359,5,1,-1
2008,359,5,2,-1
2008,359,5,3,-1
2008,359,6,1,-1
2008,359,6,2,-1
2008,359,6,3,-1
2008,359,7,1,109362
2008,359,7,2,51395
2008,359,7,3,51395
2008,359,8,1,2997
2008,359,8,2,0
2008,359,8,3,0
2008,420,0,1,967626
2008,420,0,2,717310
2008,420,0,3,649317
2008,420,1,1,373685
2008,420,1,2,368944
2008,420,1,3,350565
2008,420,2,1,216156
2008,420,2,2,149777
2008,420,2,3,108467
2008,420,3,1,106160
2008,420,3,2,38952
2008,420,3,3,31107
2008,420,4,1,49544
2008,420,4,2,21251
2008,420,4,3,21251
2008,420,5,1,8715
2008,420,5,2,2069
2008,420,5,3,2069
2008,420,6,1,40829
2008,420,6,2,19182
2008,420,6,3,19182
2008,420,7,1,193879
2008,420,7,2,135613
2008,420,7,3,135613
2008,420,8,1,28201
2008,420,8,2,2773
2008,420,8,3,2314
2008,45,0,1,902156
2008,45,0,2,879204
2008,45,0,3,538803
2008,45,1,1,509395
2008,45,1,2,507409
2008,45,1,3,310809
2008,45,2,1,164838
2008,45,2,2,161151
2008,45,2,3,41951
2008,45,3,1,88021
2008,45,3,2,56045
2008,45,3,3,36045
2008,45,4,1,34331
2008,45,4,2,28119
2008,45,4,3,28119
2008,45,5,1,-1
2008,45,5,2,-1
2008,45,5,3,-1
2008,45,6,1,-1
2008,45,6,2,-1
2008,45,6,3,-1
2008,45,7,1,100828
2008,45,7,2,121879
2008,45,7,3,121879
2008,45,8,1,4743
2008,45,8,2,4601
2008,45,8,3,0
2008,49,0,1,16044800
2008,49,0,2,15202560
2008,49,0,3,11313600
2008,49,1,1,6939500
2008,49,1,2,6854761
2008,49,1,3,6086300
2008,49,2,1,2732400
2008,49,2,2,2630545
2008,49,2,3,1293000
2008,49,3,1,2570900
2008,49,3,2,2492333
2008,49,3,3,740000
2008,49,4,1,911700
2008,49,4,2,850675
2008,49,4,3,836400
2008,49,5,1,93400
2008,49,5,2,88975
2008,49,5,3,74700
2008,49,6,1,818300
2008,49,6,2,761700
2008,49,6,3,761700
2008,49,7,1,2868500
2008,49,7,2,2357900
2008,49,7,3,2357900
2008,49,8,1,21800
2008,49,8,2,16346
2008,49,8,3,0
2008,372,0,1,214470
2008,372,0,2,95853
2008,372,0,3,93308
2008,372,1,1,68605
2008,372,1,2,44711
2008,372,1,3,44675
2008,372,2,1,71826
2008,372,2,2,16182
2008,372,2,3,15837
2008,372,3,1,7352
2008,372,3,2,6334
2008,372,3,3,4169
2008,372,4,1,9374
2008,372,4,2,2402
2008,372,4,3,2402
2008,372,5,1,-1
2008,372,5,2,-1
2008,372,5,3,-1
2008,372,6,1,-1
2008,372,6,2,-1
2008,372,6,3,-1
2008,372,7,1,57314
2008,372,7,2,26225
2008,372,7,3,26225
2008,372,8,1,0
2008,372,8,2,0
2008,372,8,3,0
2008,353,0,1,1026759
2008,353,0,2,664043
2008,353,0,3,633696
2008,353,1,1,406468
2008,353,1,2,317995
2008,353,1,3,317995
2008,353,2,1,248046
2008,353,2,2,71781
2008,353,2,3,71781
2008,353,3,1,111014
2008,353,3,2,109803
2008,353,3,3,85121
2008,353,4,1,67569
2008,353,4,2,41887
2008,353,4,3,41887
2008,353,5,1,-1
2008,353,5,2,-1
2008,353,5,3,-1
2008,353,6,1,-1
2008,353,6,2,-1
2008,353,6,3,-1
2008,353,7,1,157848
2008,353,7,2,116652
2008,353,7,3,116652
2008,353,8,1,35814
2008,353,8,2,5925
2008,353,8,3,260
2008,30,0,1,1050000
2008,30,0,2,460163
2008,30,0,3,460163
2008,30,1,1,440000
2008,30,1,2,324056
2008,30,1,3,324056
2008,30,2,1,240000
2008,30,2,2,28605
2008,30,2,3,28605
2008,30,3,1,65000
2008,30,3,2,20002
2008,30,3,3,20002
2008,30,4,1,145000
2008,30,4,2,63500
2008,30,4,3,63500
2008,30,5,1,25000
2008,30,5,2,8500
2008,30,5,3,8500
2008,30,6,1,120000
2008,30,6,2,55000
2008,30,6,3,55000
2008,30,7,1,160000
2008,30,7,2,24000
2008,30,7,3,24000
2008,30,8,1,0
2008,30,8,2,0
2008,30,8,3,0
2008,34,0,1,8006123
2008,34,0,2,5236571
2008,34,0,3,4728959
2008,34,1,1,3546684
2008,34,1,2,2778358
2008,34,1,3,2602469
2008,34,2,1,1585000
2008,34,2,2,634281
2008,34,2,3,387281
2008,34,3,1,772997
2008,34,3,2,527414
2008,34,3,3,449959
2008,34,4,1,467080
2008,34,4,2,323611
2008,34,4,3,316579
2008,34,5,1,-1
2008,34,5,2,-1
2008,34,5,3,-1
2008,34,6,1,-1
2008,34,6,2,-1
2008,34,6,3,-1
2008,34,7,1,1621533
2008,34,7,2,972671
2008,34,7,3,972671
2008,34,8,1,12829
2008,34,8,2,236
2008,34,8,3,0
2008,33,0,1,12828115
2008,33,0,2,8368311
2008,33,0,3,7080229
2008,33,1,1,4283537
2008,33,1,2,4124698
2008,33,1,3,3721400
2008,33,2,1,2046728
2008,33,2,2,1167525
2008,33,2,3,460540
2008,33,3,1,2641660
2008,33,3,2,673000
2008,33,3,3,500000
2008,33,4,1,717684
2008,33,4,2,437088
2008,33,4,3,432289
2008,33,5,1,54541
2008,33,5,2,27688
2008,33,5,3,22889
2008,33,6,1,663143
2008,33,6,2,409400
2008,33,6,3,409400
2008,33,7,1,3133377
2008,33,7,2,1966000
2008,33,7,3,1966000
2008,33,8,1,5129
2008,33,8,2,0
2008,33,8,3,0
2008,385,0,1,-1
2008,385,0,2,-1
2008,385,0,3,-1
2008,385,1,1,-1
2008,385,1,2,-1
2008,385,1,3,-1
2008,385,2,1,-1
2008,385,2,2,-1
2008,385,2,3,-1
2008,385,3,1,-1
2008,385,3,2,-1
2008,385,3,3,-1
2008,385,4,1,-1
2008,385,4,2,-1
2008,385,4,3,-1
2008,385,5,1,-1
2008,385,5,2,-1
2008,385,5,3,-1
2008,385,6,1,-1
2008,385,6,2,-1
2008,385,6,3,-1
2008,385,7,1,-1
2008,385,7,2,-1
2008,385,7,3,-1
2008,385,8,1,-1
2008,385,8,2,-1
2008,385,8,3,-1
2008,39,0,1,12169000
2008,39,0,2,8349000
2008,39,0,3,7256500
2008,39,1,1,4501000
2008,39,1,2,3679000
2008,39,1,3,3323000
2008,39,2,1,2205000
2008,39,2,2,1350000
2008,39,2,3,686000
2008,39,3,1,2720000
2008,39,3,2,1514000
2008,39,3,3,1445000
2008,39,4,1,603500
2008,39,4,2,416200
2008,39,4,3,412500
2008,39,5,1,66500
2008,39,5,2,42200
2008,39,5,3,38500
2008,39,6,1,537000
2008,39,6,2,374000
2008,39,6,3,374000
2008,39,7,1,2139000
2008,39,7,2,1390000
2008,39,7,3,1390000
2008,39,8,1,0
2008,39,8,2,0
2008,39,8,3,0
2008,357,0,1,87466
2008,357,0,2,30040
2008,357,0,3,29743
2008,357,1,1,27477
2008,357,1,2,16481
2008,357,1,3,16471
2008,357,2,1,16602
2008,357,2,2,2456
2008,357,2,3,2456
2008,357,3,1,10209
2008,357,3,2,1812
2008,357,3,3,1524
2008,357,4,1,5679
2008,357,4,2,5389
2008,357,4,3,5389
2008,357,5,1,-1
2008,357,5,2,-1
2008,357,5,3,-1
2008,357,6,1,-1
2008,357,6,2,-1
2008,357,6,3,-1
2008,357,7,1,21957
2008,357,7,2,3891
2008,357,7,3,3891
2008,357,8,1,5542
2008,357,8,2,12
2008,357,8,3,12
2008,371,0,1,263933
2008,371,0,2,136552
2008,371,0,3,123479
2008,371,1,1,83204
2008,371,1,2,55339
2008,371,1,3,54959
2008,371,2,1,38460
2008,371,2,2,11090
2008,371,2,3,6758
2008,371,3,1,63059
2008,371,3,2,26197
2008,371,3,3,17836
2008,371,4,1,12421
2008,371,4,2,8502
2008,371,4,3,8502
2008,371,5,1,-1
2008,371,5,2,-1
2008,371,5,3,-1
2008,371,6,1,-1
2008,371,6,2,-1
2008,371,6,3,-1
2008,371,7,1,66788
2008,371,7,2,35424
2008,371,7,3,35424
2008,371,8,1,0
2008,371,8,2,0
2008,371,8,3,0
2008,370,0,1,329685
2008,370,0,2,171994
2008,370,0,3,170324
2008,370,1,1,103013
2008,370,1,2,75166
2008,370,1,3,75149
2008,370,2,1,63806
2008,370,2,2,20788
2008,370,2,3,20788
2008,370,3,1,59036
2008,370,3,2,27250
2008,370,3,3,25597
2008,370,4,1,14258
2008,370,4,2,8849
2008,370,4,3,8849
2008,370,5,1,-1
2008,370,5,2,-1
2008,370,5,3,-1
2008,370,6,1,-1
2008,370,6,2,-1
2008,370,6,3,-1
2008,370,7,1,79163
2008,370,7,2,39526
2008,370,7,3,39526
2008,370,8,1,10410
2008,370,8,2,415
2008,370,8,3,415
2008,352,0,1,104186
2008,352,0,2,97622
2008,352,0,3,66278
2008,352,1,1,37077
2008,352,1,2,36452
2008,352,1,3,28767
2008,352,2,1,21728
2008,352,2,2,19919
2008,352,2,3,6463
2008,352,3,1,8767
2008,352,3,2,8584
2008,352,3,3,1679
2008,352,4,1,5785
2008,352,4,2,4680
2008,352,4,3,4595
2008,352,5,1,-1
2008,352,5,2,-1
2008,352,5,3,-1
2008,352,6,1,-1
2008,352,6,2,-1
2008,352,6,3,-1
2008,352,7,1,26864
2008,352,7,2,24775
2008,352,7,3,24774
2008,352,8,1,3965
2008,352,8,2,3212
2008,352,8,3,0
2008,36,0,1,1004580
2008,36,0,2,567914
2008,36,0,3,510369
2008,36,1,1,348286
2008,36,1,2,335162
2008,36,1,3,315516
2008,36,2,1,215254
2008,36,2,2,91185
2008,36,2,3,53984
2008,36,3,1,223304
2008,36,3,2,51174
2008,36,3,3,50516
2008,36,4,1,77488
2008,36,4,2,51841
2008,36,4,3,51841
2008,36,5,1,-1
2008,36,5,2,-1
2008,36,5,3,-1
2008,36,6,1,-1
2008,36,6,2,-1
2008,36,6,3,-1
2008,36,7,1,138365
2008,36,7,2,38512
2008,36,7,3,38512
2008,36,8,1,1883
2008,36,8,2,40
2008,36,8,3,0
2008,356,0,1,49287
2008,356,0,2,22625
2008,356,0,3,22625
2008,356,1,1,16384
2008,356,1,2,4845
2008,356,1,3,4845
2008,356,2,1,14452
2008,356,2,2,2017
2008,356,2,3,2017
2008,356,3,1,3249
2008,356,3,2,24
2008,356,3,3,24
2008,356,4,1,4048
2008,356,4,2,503
2008,356,4,3,503
2008,356,5,1,-1
2008,356,5,2,0
2008,356,5,3,0
2008,356,6,1,-1
2008,356,6,2,0
2008,356,6,3,0
2008,356,7,1,10694
2008,356,7,2,15236
2008,356,7,3,15236
2008,356,8,1,460
2008,356,8,2,0
2008,356,8,3,0
2008,31,0,1,2780000
2008,31,0,2,2643600
2008,31,0,3,2012000
2008,31,1,1,1079000
2008,31,1,2,1081000
2008,31,1,3,1040000
2008,31,2,1,442000
2008,31,2,2,422000
2008,31,2,3,161000
2008,31,3,1,532000
2008,31,3,2,521600
2008,31,3,3,192000
2008,31,4,1,182000
2008,31,4,2,157000
2008,31,4,3,157000
2008,31,5,1,-1
2008,31,5,2,-1
2008,31,5,3,-1
2008,31,6,1,-1
2008,31,6,2,-1
2008,31,6,3,-1
2008,31,7,1,531000
2008,31,7,2,462000
2008,31,7,3,462000
2008,31,8,1,14000
2008,31,8,2,0
2008,31,8,3,0
2008,43,0,1,1180134
2008,43,0,2,1080269
2008,43,0,3,801442
2008,43,1,1,503572
2008,43,1,2,488577
2008,43,1,3,430164
2008,43,2,1,251569
2008,43,2,2,244760
2008,43,2,3,87717
2008,43,3,1,64807
2008,43,3,2,50838
2008,43,3,3,14215
2008,43,4,1,59566
2008,43,4,2,38066
2008,43,4,3,38066
2008,43,5,1,-1
2008,43,5,2,-1
2008,43,5,3,-1
2008,43,6,1,-1
2008,43,6,2,-1
2008,43,6,3,-1
2008,43,7,1,260842
2008,43,7,2,219803
2008,43,7,3,219803
2008,43,8,1,39778
2008,43,8,2,38225
2008,43,8,3,11477
2008,48,0,1,4181889
2008,48,0,2,2115819
2008,48,0,3,1794432
2008,48,1,1,1237032
2008,48,1,2,861315
2008,48,1,3,830310
2008,48,2,1,669932
2008,48,2,2,212306
2008,48,2,3,159845
2008,48,3,1,1007359
2008,48,3,2,502425
2008,48,3,3,264504
2008,48,4,1,248597
2008,48,4,2,93323
2008,48,4,3,93323
2008,48,5,1,81412
2008,48,5,2,49264
2008,48,5,3,49264
2008,48,6,1,167185
2008,48,6,2,44059
2008,48,6,3,44059
2008,48,7,1,1018969
2008,48,7,2,446450
2008,48,7,3,446450
2008,48,8,1,0
2008,48,8,2,0
2008,48,8,3,0
2008,351,0,1,1784849
2008,351,0,2,1178626
2008,351,0,3,1088187
2008,351,1,1,717700
2008,351,1,2,677522
2008,351,1,3,630335
2008,351,2,1,387872
2008,351,2,2,112547
2008,351,2,3,74270
2008,351,3,1,137778
2008,351,3,2,93900
2008,351,3,3,88924
2008,351,4,1,110000
2008,351,4,2,71227
2008,351,4,3,71227
2008,351,5,1,-1
2008,351,5,2,-1
2008,351,5,3,-1
2008,351,6,1,-1
2008,351,6,2,-1
2008,351,6,3,-1
2008,351,7,1,431499
2008,351,7,2,223430
2008,351,7,3,223430
2008,351,8,1,0
2008,351,8,2,0
2008,351,8,3,0
2008,40,0,1,1170700
2008,40,0,2,476900
2008,40,0,3,392300
2008,40,1,1,352100
2008,40,1,2,242200
2008,40,1,3,217000
2008,40,2,1,332600
2008,40,2,2,68300
2008,40,2,3,51500
2008,40,3,1,215500
2008,40,3,2,59800
2008,40,3,3,17800
2008,40,4,1,75700
2008,40,4,2,38600
2008,40,4,3,38600
2008,40,5,1,-1
2008,40,5,2,-1
2008,40,5,3,-1
2008,40,6,1,-1
2008,40,6,2,-1
2008,40,6,3,-1
2008,40,7,1,193000
2008,40,7,2,66900
2008,40,7,3,66900
2008,40,8,1,1800
2008,40,8,2,1100
2008,40,8,3,500
2008,386,0,1,215110
2008,386,0,2,124629
2008,386,0,3,112785
2008,386,1,1,80331
2008,386,1,2,53322
2008,386,1,3,53312
2008,386,2,1,47890
2008,386,2,2,26767
2008,386,2,3,26630
2008,386,3,1,35717
2008,386,3,2,13883
2008,386,3,3,2580
2008,386,4,1,18476
2008,386,4,2,3950
2008,386,4,3,3950
2008,386,5,1,-1
2008,386,5,2,-1
2008,386,5,3,-1
2008,386,6,1,-1
2008,386,6,2,-1
2008,386,6,3,-1
2008,386,7,1,31373
2008,386,7,2,25030
2008,386,7,3,25030
2008,386,8,1,1323
2008,386,8,2,1679
2008,386,8,3,1283
2008,421,0,1,324925
2008,421,0,2,162503
2008,421,0,3,155150
2008,421,1,1,129581
2008,421,1,2,72899
2008,421,1,3,69422
2008,421,2,1,81415
2008,421,2,2,37653
2008,421,2,3,35578
2008,421,3,1,18207
2008,421,3,2,4499
2008,421,3,3,2932
2008,421,4,1,19920
2008,421,4,2,11232
2008,421,4,3,11109
2008,421,5,1,-1
2008,421,5,2,-1
2008,421,5,3,-1
2008,421,6,1,-1
2008,421,6,2,-1
2008,421,6,3,-1
2008,421,7,1,75802
2008,421,7,2,36220
2008,421,7,3,36109
2008,421,8,1,0
2008,421,8,2,0
2008,421,8,3,0
2008,358,0,1,700799
2008,358,0,2,630419
2008,358,0,3,397603
2008,358,1,1,256074
2008,358,1,2,272162
2008,358,1,3,238468
2008,358,2,1,115373
2008,358,2,2,56340
2008,358,2,3,26175
2008,358,3,1,217205
2008,358,3,2,214532
2008,358,3,3,46275
2008,358,4,1,50807
2008,358,4,2,38294
2008,358,4,3,38294
2008,358,5,1,-1
2008,358,5,2,-1
2008,358,5,3,-1
2008,358,6,1,-1
2008,358,6,2,-1
2008,358,6,3,-1
2008,358,7,1,60645
2008,358,7,2,49090
2008,358,7,3,48391
2008,358,8,1,695
2008,358,8,2,1
2008,358,8,3,0
2008,46,0,1,1410248
2008,46,0,2,1125221
2008,46,0,3,824526
2008,46,1,1,650968
2008,46,1,2,482102
2008,46,1,3,482102
2008,46,2,1,193150
2008,46,2,2,121665
2008,46,2,3,71420
2008,46,3,1,300248
2008,46,3,2,300000
2008,46,3,3,50000
2008,46,4,1,65919
2008,46,4,2,47454
2008,46,4,3,47004
2008,46,5,1,24997
2008,46,5,2,18972
2008,46,5,3,18522
2008,46,6,1,40922
2008,46,6,2,28482
2008,46,6,3,28482
2008,46,7,1,186000
2008,46,7,2,174000
2008,46,7,3,174000
2008,46,8,1,13963
2008,46,8,2,0
2008,46,8,3,0
2008,44,0,1,10724450
2008,44,0,2,7024600
2008,44,0,3,6597709
2008,44,1,1,3839000
2008,44,1,2,3317245
2008,44,1,3,3061110
2008,44,2,1,2185000
2008,44,2,2,687597
2008,44,2,3,516841
2008,44,3,1,1227450
2008,44,3,2,938973
2008,44,3,3,938973
2008,44,4,1,821000
2008,44,4,2,467475
2008,44,4,3,467475
2008,44,5,1,145000
2008,44,5,2,50214
2008,44,5,3,50214
2008,44,6,1,676000
2008,44,6,2,417261
2008,44,6,3,417261
2008,44,7,1,2630000
2008,44,7,2,1613310
2008,44,7,3,1613310
2008,44,8,1,22000
2008,44,8,2,0
2008,44,8,3,0
2008,354,0,1,-1
2008,354,0,2,-1
2008,354,0,3,-1
2008,354,1,1,-1
2008,354,1,2,-1
2008,354,1,3,-1
2008,354,2,1,-1
2008,354,2,2,-1
2008,354,2,3,-1
2008,354,3,1,-1
2008,354,3,2,-1
2008,354,3,3,-1
2008,354,4,1,-1
2008,354,4,2,-1
2008,354,4,3,-1
2008,354,5,1,-1
2008,354,5,2,-1
2008,354,5,3,-1
2008,354,6,1,-1
2008,354,6,2,-1
2008,354,6,3,-1
2008,354,7,1,-1
2008,354,7,2,-1
2008,354,7,3,-1
2008,354,8,1,-1
2008,354,8,2,-1
2008,354,8,3,-1
2008,423,0,1,5911
2008,423,0,2,5911
2008,423,0,3,2776
2008,423,1,1,2231
2008,423,1,2,2231
2008,423,1,3,1697
2008,423,2,1,670
2008,423,2,2,670
2008,423,2,3,12
2008,423,3,1,1010
2008,423,3,2,1010
2008,423,3,3,0
2008,423,4,1,245
2008,423,4,2,245
2008,423,4,3,245
2008,423,5,1,165
2008,423,5,2,165
2008,423,5,3,165
2008,423,6,1,81
2008,423,6,2,81
2008,423,6,3,81
2008,423,7,1,1327
2008,423,7,2,1327
2008,423,7,3,821
2008,423,8,1,428
2008,423,8,2,428
2008,423,8,3,0
2008,47,0,1,708786
2008,47,0,2,584507
2008,47,0,3,387414
2008,47,1,1,312728
2008,47,1,2,287566
2008,47,1,3,243954
2008,47,2,1,141018
2008,47,2,2,120182
2008,47,2,3,37591
2008,47,3,1,160486
2008,47,3,2,93977
2008,47,3,3,23087
2008,47,4,1,25460
2008,47,4,2,20143
2008,47,4,3,20143
2008,47,5,1,-1
2008,47,5,2,-1
2008,47,5,3,-1
2008,47,6,1,-1
2008,47,6,2,-1
2008,47,6,3,-1
2008,47,7,1,62076
2008,47,7,2,62639
2008,47,7,3,62639
2008,47,8,1,7018
2008,47,8,2,0
2008,47,8,3,0
2009,32,0,1,1642275
2009,32,0,2,1563141
2009,32,0,3,1298691
2009,32,1,1,628410
2009,32,1,2,597500
2009,32,1,3,553249
2009,32,2,1,303532
2009,32,2,2,265605
2009,32,2,3,130497
2009,32,3,1,179865
2009,32,3,2,179865
2009,32,3,3,102229
2009,32,4,1,121288
2009,32,4,2,115689
2009,32,4,3,115689
2009,32,5,1,-1
2009,32,5,2,-1
2009,32,5,3,-1
2009,32,6,1,-1
2009,32,6,2,-1
2009,32,6,3,-1
2009,32,7,1,396050
2009,32,7,2,396050
2009,32,7,3,396050
2009,32,8,1,13130
2009,32,8,2,8433
2009,32,8,3,977
2009,359,0,1,303883
2009,359,0,2,139341
2009,359,0,3,139341
2009,359,1,1,97015
2009,359,1,2,65285
2009,359,1,3,65285
2009,359,2,1,95457
2009,359,2,2,28596
2009,359,2,3,28596
2009,359,3,1,18905
2009,359,3,2,8606
2009,359,3,3,8606
2009,359,4,1,13155
2009,359,4,2,6639
2009,359,4,3,6639
2009,359,5,1,-1
2009,359,5,2,-1
2009,359,5,3,-1
2009,359,6,1,-1
2009,359,6,2,-1
2009,359,6,3,-1
2009,359,7,1,76038
2009,359,7,2,30215
2009,359,7,3,30215
2009,359,8,1,3
2009,359,8,2,-1
2009,359,8,3,0
2009,420,0,1,894353
2009,420,0,2,678170
2009,420,0,3,615614
2009,420,1,1,337799
2009,420,1,2,334100
2009,420,1,3,317034
2009,420,2,1,208815
2009,420,2,2,148156
2009,420,2,3,109595
2009,420,3,1,86343
2009,420,3,2,34509
2009,420,3,3,28447
2009,420,4,1,45524
2009,420,4,2,23663
2009,420,4,3,23663
2009,420,5,1,8477
2009,420,5,2,1665
2009,420,5,3,1665
2009,420,6,1,37047
2009,420,6,2,21998
2009,420,6,3,21998
2009,420,7,1,188086
2009,420,7,2,133902
2009,420,7,3,133902
2009,420,8,1,27786
2009,420,8,2,3841
2009,420,8,3,2973
2009,45,0,1,693950
2009,45,0,2,750484
2009,45,0,3,582952
2009,45,1,1,381347
2009,45,1,2,381100
2009,45,1,3,356652
2009,45,2,1,165449
2009,45,2,2,161796
2009,45,2,3,43681
2009,45,3,1,36115
2009,45,3,2,51087
2009,45,3,3,31087
2009,45,4,1,33931
2009,45,4,2,26101
2009,45,4,3,26101
2009,45,5,1,-1
2009,45,5,2,-1
2009,45,5,3,-1
2009,45,6,1,-1
2009,45,6,2,-1
2009,45,6,3,-1
2009,45,7,1,71985
2009,45,7,2,125431
2009,45,7,3,125431
2009,45,8,1,5123
2009,45,8,2,4969
2009,45,8,3,0
2009,49,0,1,15052100
2009,49,0,2,14279552
2009,49,0,3,11058240
2009,49,1,1,6634100
2009,49,1,2,6569721
2009,49,1,3,6041240
2009,49,2,1,2620800
2009,49,2,2,2536290
2009,49,2,3,1267500
2009,49,3,1,2109900
2009,49,3,2,2048904
2009,49,3,3,650000
2009,49,4,1,809700
2009,49,4,2,751391
2009,49,4,3,742100
2009,49,5,1,87900
2009,49,5,2,84091
2009,49,5,3,74800
2009,49,6,1,721800
2009,49,6,2,667300
2009,49,6,3,667300
