Year,Code,Waste,WstOper,Value
2002,34,6,3,-1
2002,34,7,1,1523000
2002,34,7,2,553107
2002,34,7,3,553107
2002,34,8,1,0
2002,34,8,2,0
2002,34,8,3,0
2002,33,0,1,12275000
2002,33,0,2,7643000
2002,33,0,3,5568000
2002,33,1,1,4234000
2002,33,1,2,3846000
2002,33,1,3,2725000
2002,33,2,1,1867000
2002,33,2,2,954000
2002,33,2,3,284000
2002,33,3,1,2068000
2002,33,3,2,679000
2002,33,3,3,401000
2002,33,4,1,734000
2002,33,4,2,395000
2002,33,4,3,389000
2002,33,5,1,-1
2002,33,5,2,-1
2002,33,5,3,-1
2002,33,6,1,-1
2002,33,6,2,-1
2002,33,6,3,-1
2002,33,7,1,3372000
2002,33,7,2,1769000
2002,33,7,3,1769000
2002,33,8,1,0
2002,33,8,2,0
2002,33,8,3,0
2002,385,0,1,-1
2002,385,0,2,-1
2002,385,0,3,-1
2002,385,1,1,-1
2002,385,1,2,-1
2002,385,1,3,-1
2002,385,2,1,-1
2002,385,2,2,-1
2002,385,2,3,-1
2002,385,3,1,-1
2002,385,3,2,-1
2002,385,3,3,-1
2002,385,4,1,-1
2002,385,4,2,-1
2002,385,4,3,-1
2002,385,5,1,-1
2002,385,5,2,-1
2002,385,5,3,-1
2002,385,6,1,-1
2002,385,6,2,-1
2002,385,6,3,-1
2002,385,7,1,-1
2002,385,7,2,-1
2002,385,7,3,-1
2002,385,8,1,-1
2002,385,8,2,-1
2002,385,8,3,-1
2002,39,0,1,11367000
2002,39,0,2,6416000
2002,39,0,3,5847700
2002,39,1,1,4218000
2002,39,1,2,2589000
2002,39,1,3,2469000
2002,39,2,1,1951000
2002,39,2,2,870100
2002,39,2,3,449800
2002,39,3,1,2603000
2002,39,3,2,1577000
2002,39,3,3,1554000
2002,39,4,1,625000
2002,39,4,2,341900
2002,39,4,3,336900
2002,39,5,1,60000
2002,39,5,2,31900
2002,39,5,3,26900
2002,39,6,1,565000
2002,39,6,2,310000
2002,39,6,3,310000
2002,39,7,1,1970000
2002,39,7,2,1038000
2002,39,7,3,1038000
2002,39,8,1,0
2002,39,8,2,0
2002,39,8,3,0
2002,357,0,1,-1
2002,357,0,2,-1
2002,357,0,3,-1
2002,357,1,1,-1
2002,357,1,2,-1
2002,357,1,3,-1
2002,357,2,1,-1
2002,357,2,2,-1
2002,357,2,3,-1
2002,357,3,1,-1
2002,357,3,2,-1
2002,357,3,3,-1
2002,357,4,1,-1
2002,357,4,2,-1
2002,357,4,3,-1
2002,357,5,1,-1
2002,357,5,2,-1
2002,357,5,3,-1
2002,357,6,1,-1
2002,357,6,2,-1
2002,357,6,3,-1
2002,357,7,1,-1
2002,357,7,2,-1
2002,357,7,3,-1
2002,357,8,1,-1
2002,357,8,2,-1
2002,357,8,3,-1
2002,371,0,1,-1
2002,371,0,2,-1
2002,371,0,3,-1
2002,371,1,1,-1
2002,371,1,2,-1
2002,371,1,3,-1
2002,371,2,1,-1
2002,371,2,2,-1
2002,371,2,3,-1
2002,371,3,1,-1
2002,371,3,2,-1
2002,371,3,3,-1
2002,371,4,1,-1
2002,371,4,2,-1
2002,371,4,3,-1
2002,371,5,1,-1
2002,371,5,2,-1
2002,371,5,3,-1
2002,371,6,1,-1
2002,371,6,2,-1
2002,371,6,3,-1
2002,371,7,1,-1
2002,371,7,2,-1
2002,371,7,3,-1
2002,371,8,1,-1
2002,371,8,2,-1
2002,371,8,3,-1
2002,370,0,1,-1
2002,370,0,2,-1
2002,370,0,3,-1
2002,370,1,1,-1
2002,370,1,2,-1
2002,370,1,3,-1
2002,370,2,1,-1
2002,370,2,2,-1
2002,370,2,3,-1
2002,370,3,1,-1
2002,370,3,2,-1
2002,370,3,3,-1
2002,370,4,1,-1
2002,370,4,2,-1
2002,370,4,3,-1
2002,370,5,1,-1
2002,370,5,2,-1
2002,370,5,3,-1
2002,370,6,1,-1
2002,370,6,2,-1
2002,370,6,3,-1
2002,370,7,1,-1
2002,370,7,2,-1
2002,370,7,3,-1
2002,370,8,1,-1
2002,370,8,2,-1
2002,370,8,3,-1
2002,352,0,1,84952
2002,352,0,2,52285
2002,352,0,3,48241
2002,352,1,1,29180
2002,352,1,2,17923
2002,352,1,3,17562
2002,352,2,1,9731
2002,352,2,2,4207
2002,352,2,3,2751
2002,352,3,1,-1
2002,352,3,2,-1
2002,352,3,3,-1
2002,352,4,1,6932
2002,352,4,2,5482
2002,352,4,3,5482
2002,352,5,1,-1
2002,352,5,2,-1
2002,352,5,3,-1
2002,352,6,1,-1
2002,352,6,2,-1
2002,352,6,3,-1
2002,352,7,1,23158
2002,352,7,2,19335
2002,352,7,3,19335
2002,352,8,1,15951
2002,352,8,2,5338
2002,352,8,3,3111
2002,36,0,1,-1
2002,36,0,2,-1
2002,36,0,3,-1
2002,36,1,1,-1
2002,36,1,2,-1
2002,36,1,3,-1
2002,36,2,1,-1
2002,36,2,2,-1
2002,36,2,3,-1
2002,36,3,1,-1
2002,36,3,2,-1
2002,36,3,3,-1
2002,36,4,1,-1
2002,36,4,2,-1
2002,36,4,3,-1
2002,36,5,1,-1
2002,36,5,2,-1
2002,36,5,3,-1
2002,36,6,1,-1
2002,36,6,2,-1
2002,36,6,3,-1
2002,36,7,1,-1
2002,36,7,2,-1
2002,36,7,3,-1
2002,36,8,1,-1
2002,36,8,2,-1
2002,36,8,3,-1
2002,356,0,1,-1
2002,356,0,2,-1
2002,356,0,3,-1
2002,356,1,1,-1
2002,356,1,2,-1
2002,356,1,3,-1
2002,356,2,1,-1
2002,356,2,2,-1
2002,356,2,3,-1
2002,356,3,1,-1
2002,356,3,2,-1
2002,356,3,3,-1
2002,356,4,1,-1
2002,356,4,2,-1
2002,356,4,3,-1
2002,356,5,1,-1
2002,356,5,2,-1
2002,356,5,3,-1
2002,356,6,1,-1
2002,356,6,2,-1
2002,356,6,3,-1
2002,356,7,1,-1
2002,356,7,2,-1
2002,356,7,3,-1
2002,356,8,1,-1
2002,356,8,2,-1
2002,356,8,3,-1
2002,31,0,1,3117000
2002,31,0,2,1886000
2002,31,0,3,1788000
2002,31,1,1,1451000
2002,31,1,2,1001000
2002,31,1,3,1001000
2002,31,2,1,530000
2002,31,2,2,185000
2002,31,2,3,87000
2002,31,3,1,398000
2002,31,3,2,117000
2002,31,3,3,117000
2002,31,4,1,222000
2002,31,4,2,177000
2002,31,4,3,177000
2002,31,5,1,-1
2002,31,5,2,-1
2002,31,5,3,-1
2002,31,6,1,-1
2002,31,6,2,-1
2002,31,6,3,-1
2002,31,7,1,516000
2002,31,7,2,406000
2002,31,7,3,406000
2002,31,8,1,0
2002,31,8,2,0
2002,31,8,3,0
2002,43,0,1,1059000
2002,43,0,2,789800
2002,43,0,3,698400
2002,43,1,1,500000
2002,43,1,2,400000
2002,43,1,3,400000
2002,43,2,1,200000
2002,43,2,2,120000
2002,43,2,3,60000
2002,43,3,1,62000
2002,43,3,2,28100
2002,43,3,3,10000
2002,43,4,1,52000
2002,43,4,2,35000
2002,43,4,3,35000
2002,43,5,1,-1
2002,43,5,2,-1
2002,43,5,3,-1
2002,43,6,1,-1
2002,43,6,2,-1
2002,43,6,3,-1
2002,43,7,1,210000
2002,43,7,2,181400
2002,43,7,3,181400
2002,43,8,1,35000
2002,43,8,2,25300
2002,43,8,3,12000
2002,48,0,1,-1
2002,48,0,2,-1
2002,48,0,3,-1
2002,48,1,1,-1
2002,48,1,2,-1
2002,48,1,3,-1
2002,48,2,1,-1
2002,48,2,2,-1
2002,48,2,3,-1
2002,48,3,1,-1
2002,48,3,2,-1
2002,48,3,3,-1
2002,48,4,1,-1
2002,48,4,2,-1
2002,48,4,3,-1
2002,48,5,1,-1
2002,48,5,2,-1
2002,48,5,3,-1
2002,48,6,1,-1
2002,48,6,2,-1
2002,48,6,3,-1
2002,48,7,1,-1
2002,48,7,2,-1
2002,48,7,3,-1
2002,48,8,1,-1
2002,48,8,2,-1
2002,48,8,3,-1
2002,351,0,1,1298269
2002,351,0,2,650083
2002,351,0,3,465111
2002,351,1,1,507154
2002,351,1,2,340609
2002,351,1,3,255689
2002,351,2,1,325000
2002,351,2,2,129246
2002,351,2,3,29194
2002,351,3,1,-1
2002,351,3,2,-1
2002,351,3,3,-1
2002,351,4,1,103278
2002,351,4,2,54534
2002,351,4,3,54534
2002,351,5,1,-1
2002,351,5,2,-1
2002,351,5,3,-1
2002,351,6,1,-1
2002,351,6,2,-1
2002,351,6,3,-1
2002,351,7,1,362837
2002,351,7,2,125694
2002,351,7,3,125694
2002,351,8,1,0
2002,351,8,2,0
2002,351,8,3,0
2002,40,0,1,-1
2002,40,0,2,-1
2002,40,0,3,-1
2002,40,1,1,-1
2002,40,1,2,-1
2002,40,1,3,-1
2002,40,2,1,-1
2002,40,2,2,-1
2002,40,2,3,-1
2002,40,3,1,-1
2002,40,3,2,-1
2002,40,3,3,-1
2002,40,4,1,-1
2002,40,4,2,-1
2002,40,4,3,-1
2002,40,5,1,-1
2002,40,5,2,-1
2002,40,5,3,-1
2002,40,6,1,-1
2002,40,6,2,-1
2002,40,6,3,-1
2002,40,7,1,-1
2002,40,7,2,-1
2002,40,7,3,-1
2002,40,8,1,-1
2002,40,8,2,-1
2002,40,8,3,-1
2002,386,0,1,-1
2002,386,0,2,-1
2002,386,0,3,-1
2002,386,1,1,-1
2002,386,1,2,-1
2002,386,1,3,-1
2002,386,2,1,-1
2002,386,2,2,-1
2002,386,2,3,-1
2002,386,3,1,-1
2002,386,3,2,-1
2002,386,3,3,-1
2002,386,4,1,-1
2002,386,4,2,-1
2002,386,4,3,-1
2002,386,5,1,-1
2002,386,5,2,-1
2002,386,5,3,-1
2002,386,6,1,-1
2002,386,6,2,-1
2002,386,6,3,-1
2002,386,7,1,-1
2002,386,7,2,-1
2002,386,7,3,-1
2002,386,8,1,-1
2002,386,8,2,-1
2002,386,8,3,-1
2002,421,0,1,-1
2002,421,0,2,-1
2002,421,0,3,-1
2002,421,1,1,-1
2002,421,1,2,-1
2002,421,1,3,-1
2002,421,2,1,-1
2002,421,2,2,-1
2002,421,2,3,-1
2002,421,3,1,-1
2002,421,3,2,-1
2002,421,3,3,-1
2002,421,4,1,-1
2002,421,4,2,-1
2002,421,4,3,-1
2002,421,5,1,-1
2002,421,5,2,-1
2002,421,5,3,-1
2002,421,6,1,-1
2002,421,6,2,-1
2002,421,6,3,-1
2002,421,7,1,-1
2002,421,7,2,-1
2002,421,7,3,-1
2002,421,8,1,-1
2002,421,8,2,-1
2002,421,8,3,-1
2002,358,0,1,451300
2002,358,0,2,277200
2002,358,0,3,222200
2002,358,1,1,255300
2002,358,1,2,190500
2002,358,1,3,155500
2002,358,2,1,87100
2002,358,2,2,32700
2002,358,2,3,12700
2002,358,3,1,-1
2002,358,3,2,-1
2002,358,3,3,-1
2002,358,4,1,41300
2002,358,4,2,20600
2002,358,4,3,20600
2002,358,5,1,-1
2002,358,5,2,-1
2002,358,5,3,-1
2002,358,6,1,-1
2002,358,6,2,-1
2002,358,6,3,-1
2002,358,7,1,67600
2002,358,7,2,33400
2002,358,7,3,33400
2002,358,8,1,0
2002,358,8,2,0
2002,358,8,3,0
2002,46,0,1,1029386
2002,46,0,2,694196
2002,46,0,3,665850
2002,46,1,1,623000
2002,46,1,2,438612
2002,46,1,3,436882
2002,46,2,1,167245
2002,46,2,2,59810
2002,46,2,3,33194
2002,46,3,1,-1
2002,46,3,2,-1
2002,46,3,3,-1
2002,46,4,1,69141
2002,46,4,2,46774
2002,46,4,3,46774
2002,46,5,1,-1
2002,46,5,2,-1
2002,46,5,3,-1
2002,46,6,1,-1
2002,46,6,2,-1
2002,46,6,3,-1
2002,46,7,1,170000
2002,46,7,2,149000
2002,46,7,3,149000
2002,46,8,1,0
2002,46,8,2,0
2002,46,8,3,0
2002,44,0,1,9897255
2002,44,0,2,4959176
2002,44,0,3,4374836
2002,44,1,1,3725652
2002,44,1,2,2529229
2002,44,1,3,2207842
2002,44,2,1,1740000
2002,44,2,2,593561
2002,44,2,3,330608
2002,44,3,1,1397938
2002,44,3,2,767230
2002,44,3,3,767230
2002,44,4,1,818000
2002,44,4,2,321741
2002,44,4,3,321741
2002,44,5,1,128000
2002,44,5,2,31279
2002,44,5,3,31279
2002,44,6,1,690000
2002,44,6,2,290462
2002,44,6,3,290462
2002,44,7,1,2190665
2002,44,7,2,747415
2002,44,7,3,747415
2002,44,8,1,25000
2002,44,8,2,0
2002,44,8,3,0
2002,354,0,1,-1
2002,354,0,2,-1
2002,354,0,3,-1
2002,354,1,1,-1
2002,354,1,2,-1
2002,354,1,3,-1
2002,354,2,1,-1
2002,354,2,2,-1
2002,354,2,3,-1
2002,354,3,1,-1
2002,354,3,2,-1
2002,354,3,3,-1
2002,354,4,1,-1
2002,354,4,2,-1
2002,354,4,3,-1
2002,354,5,1,-1
2002,354,5,2,-1
2002,354,5,3,-1
2002,354,6,1,-1
2002,354,6,2,-1
2002,354,6,3,-1
2002,354,7,1,-1
2002,354,7,2,-1
2002,354,7,3,-1
2002,354,8,1,-1
2002,354,8,2,-1
2002,354,8,3,-1
2002,423,0,1,-1
2002,423,0,2,-1
2002,423,0,3,-1
2002,423,1,1,-1
2002,423,1,2,-1
2002,423,1,3,-1
2002,423,2,1,-1
2002,423,2,2,-1
2002,423,2,3,-1
2002,423,3,1,-1
2002,423,3,2,-1
2002,423,3,3,-1
2002,423,4,1,-1
2002,423,4,2,-1
2002,423,4,3,-1
2002,423,5,1,-1
2002,423,5,2,-1
2002,423,5,3,-1
2002,423,6,1,-1
2002,423,6,2,-1
2002,423,6,3,-1
2002,423,7,1,-1
2002,423,7,2,-1
2002,423,7,3,-1
2002,423,8,1,-1
2002,423,8,2,-1
2002,423,8,3,-1
2002,47,0,1,-1
2002,47,0,2,-1
2002,47,0,3,-1
2002,47,1,1,-1
2002,47,1,2,-1
2002,47,1,3,-1
2002,47,2,1,-1
2002,47,2,2,-1
2002,47,2,3,-1
2002,47,3,1,-1
2002,47,3,2,-1
2002,47,3,3,-1
2002,47,4,1,-1
2002,47,4,2,-1
2002,47,4,3,-1
2002,47,5,1,-1
2002,47,5,2,-1
2002,47,5,3,-1
2002,47,6,1,-1
2002,47,6,2,-1
2002,47,6,3,-1
2002,47,7,1,-1
2002,47,7,2,-1
2002,47,7,3,-1
2002,47,8,1,-1
2002,47,8,2,-1
2002,47,8,3,-1
2003,32,0,1,1623591
2003,32,0,2,1484911
2003,32,0,3,1199207
2003,32,1,1,592978
2003,32,1,2,532563
2003,32,1,3,469430
2003,32,2,1,278068
2003,32,2,2,233425
2003,32,2,3,90496
2003,32,3,1,175582
2003,32,3,2,175582
2003,32,3,3,104530
2003,32,4,1,141328
2003,32,4,2,130894
2003,32,4,3,130894
2003,32,5,1,-1
2003,32,5,2,-1
2003,32,5,3,-1
2003,32,6,1,-1
2003,32,6,2,-1
2003,32,6,3,-1
2003,32,7,1,419449
2003,32,7,2,403622
2003,32,7,3,403622
2003,32,8,1,16186
2003,32,8,2,8825
2003,32,8,3,235
2003,359,0,1,-1
2003,359,0,2,-1
2003,359,0,3,-1
2003,359,1,1,-1
2003,359,1,2,-1
2003,359,1,3,-1
2003,359,2,1,-1
2003,359,2,2,-1
2003,359,2,3,-1
2003,359,3,1,-1
2003,359,3,2,-1
2003,359,3,3,-1
2003,359,4,1,-1
2003,359,4,2,-1
2003,359,4,3,-1
2003,359,5,1,-1
2003,359,5,2,-1
2003,359,5,3,-1
2003,359,6,1,-1
2003,359,6,2,-1
2003,359,6,3,-1
2003,359,7,1,-1
2003,359,7,2,-1
2003,359,7,3,-1
2003,359,8,1,-1
2003,359,8,2,-1
2003,359,8,3,-1
2003,420,0,1,720158
2003,420,0,2,424698
2003,420,0,3,370187
2003,420,1,1,286636
2003,420,1,2,201134
2003,420,1,3,178953
2003,420,2,1,172698
2003,420,2,2,95515
2003,420,2,3,64936
2003,420,3,1,46870
2003,420,3,2,7193
2003,420,3,3,5442
2003,420,4,1,47442
2003,420,4,2,17701
2003,420,4,3,17701
2003,420,5,1,-1
2003,420,5,2,-1
2003,420,5,3,-1
2003,420,6,1,-1
2003,420,6,2,-1
2003,420,6,3,-1
2003,420,7,1,164087
2003,420,7,2,103155
2003,420,7,3,103155
2003,420,8,1,2425
2003,420,8,2,0
2003,420,8,3,0
2003,45,0,1,956774
2003,45,0,2,854238
2003,45,0,3,515028
2003,45,1,1,495090
2003,45,1,2,489182
2003,45,1,3,298153
2003,45,2,1,154753
2003,45,2,2,150920
2003,45,2,3,26998
2003,45,3,1,108493
2003,45,3,2,47666
2003,45,3,3,27666
2003,45,4,1,42181
2003,45,4,2,17441
2003,45,4,3,17441
2003,45,5,1,-1
2003,45,5,2,-1
2003,45,5,3,-1
2003,45,6,1,-1
2003,45,6,2,-1
2003,45,6,3,-1
2003,45,7,1,151866
2003,45,7,2,144770
2003,45,7,3,144770
2003,45,8,1,4391
2003,45,8,2,4259
2003,45,8,3,0
2003,49,0,1,15465800
2003,49,0,2,13348000
2003,49,0,3,10915700
2003,49,1,1,6788500
2003,49,1,2,6338100
2003,49,1,3,5481500
2003,49,2,1,2070500
2003,49,2,2,1604300
2003,49,2,3,1092400
2003,49,3,1,2508200
2003,49,3,2,1926600
2003,49,3,3,880000
2003,49,4,1,949900
2003,49,4,2,785000
2003,49,4,3,774400
2003,49,5,1,92500
2003,49,5,2,76500
2003,49,5,3,65900
2003,49,6,1,857400
2003,49,6,2,708500
2003,49,6,3,708500
2003,49,7,1,3130100
2003,49,7,2,2687400
2003,49,7,3,2687400
2003,49,8,1,18600
2003,49,8,2,6600
2003,49,8,3,0
2003,372,0,1,-1
2003,372,0,2,-1
2003,372,0,3,-1
2003,372,1,1,-1
2003,372,1,2,-1
2003,372,1,3,-1
2003,372,2,1,-1
2003,372,2,2,-1
2003,372,2,3,-1
2003,372,3,1,-1
2003,372,3,2,-1
2003,372,3,3,-1
2003,372,4,1,-1
2003,372,4,2,-1
2003,372,4,3,-1
2003,372,5,1,-1
2003,372,5,2,-1
2003,372,5,3,-1
2003,372,6,1,-1
2003,372,6,2,-1
2003,372,6,3,-1
2003,372,7,1,-1
2003,372,7,2,-1
2003,372,7,3,-1
2003,372,8,1,-1
2003,372,8,2,-1
2003,372,8,3,-1
2003,353,0,1,819863
2003,353,0,2,419598
2003,353,0,3,419598
2003,353,1,1,269133
2003,353,1,2,175965
2003,353,1,3,175965
2003,353,2,1,224337
2003,353,2,2,34840
2003,353,2,3,34840
2003,353,3,1,99946
2003,353,3,2,97717
2003,353,3,3,97717
2003,353,4,1,75492
2003,353,4,2,41236
2003,353,4,3,41236
2003,353,5,1,-1
2003,353,5,2,-1
2003,353,5,3,-1
2003,353,6,1,-1
2003,353,6,2,-1
2003,353,6,3,-1
2003,353,7,1,123938
2003,353,7,2,69546
2003,353,7,3,69546
2003,353,8,1,27017
2003,353,8,2,294
2003,353,8,3,294
2003,30,0,1,1014000
2003,30,0,2,336000
2003,30,0,3,336000
2003,30,1,1,370000
2003,30,1,2,260000
2003,30,1,3,260000
2003,30,2,1,300000
2003,30,2,2,9000
2003,30,2,3,9000
2003,30,3,1,45000
2003,30,3,2,10000
2003,30,3,3,10000
2003,30,4,1,119000
2003,30,4,2,12000
2003,30,4,3,12000
2003,30,5,1,25000
2003,30,5,2,6000
2003,30,5,3,6000
2003,30,6,1,94000
2003,30,6,2,6000
2003,30,6,3,6000
2003,30,7,1,180000
2003,30,7,2,45000
2003,30,7,3,45000
2003,30,8,1,0
2003,30,8,2,0
2003,30,8,3,0
2003,34,0,1,7375134
2003,34,0,2,3559273
2003,34,0,3,3180497
2003,34,1,1,3119156
2003,34,1,2,1925520
2003,34,1,3,1787514
2003,34,2,1,1407300
2003,34,2,2,484616
2003,34,2,3,280400
2003,34,3,1,716617
2003,34,3,2,296096
2003,34,3,3,267374
2003,34,4,1,492367
2003,34,4,2,231041
2003,34,4,3,223209
2003,34,5,1,-1
2003,34,5,2,-1
2003,34,5,3,-1
2003,34,6,1,-1
2003,34,6,2,-1
2003,34,6,3,-1
2003,34,7,1,1627000
2003,34,7,2,622000
2003,34,7,3,622000
2003,34,8,1,12694
2003,34,8,2,0
2003,34,8,3,0
2003,33,0,1,12333740
2003,33,0,2,7842377
2003,33,0,3,5901816
2003,33,1,1,4209703
2003,33,1,2,3891783
2003,33,1,3,2918116
2003,33,2,1,1951000
2003,33,2,2,970653
2003,33,2,3,313430
2003,33,3,1,2240271
2003,33,3,2,741014
2003,33,3,3,437466
2003,33,4,1,688231
2003,33,4,2,398027
2003,33,4,3,391904
2003,33,5,1,55100
2003,33,5,2,25177
2003,33,5,3,19054
2003,33,6,1,633131
2003,33,6,2,372850
2003,33,6,3,372850
2003,33,7,1,3239603
2003,33,7,2,1840900
2003,33,7,3,1840900
2003,33,8,1,4932
2003,33,8,2,0
2003,33,8,3,0
2003,385,0,1,-1
2003,385,0,2,-1
2003,385,0,3,-1
2003,385,1,1,-1
2003,385,1,2,-1
2003,385,1,3,-1
2003,385,2,1,-1
2003,385,2,2,-1
2003,385,2,3,-1
2003,385,3,1,-1
2003,385,3,2,-1
2003,385,3,3,-1
2003,385,4,1,-1
2003,385,4,2,-1
2003,385,4,3,-1
2003,385,5,1,-1
2003,385,5,2,-1
2003,385,5,3,-1
2003,385,6,1,-1
2003,385,6,2,-1
2003,385,6,3,-1
2003,385,7,1,-1
2003,385,7,2,-1
2003,385,7,3,-1
2003,385,8,1,-1
2003,385,8,2,-1
2003,385,8,3,-1
2003,39,0,1,11536525
2003,39,0,2,6736200
2003,39,0,3,5926000
2003,39,1,1,4208000
2003,39,1,2,2773000
2003,39,1,3,2432000
2003,39,2,1,2000000
2003,39,2,2,943000
2003,39,2,3,480000
2003,39,3,1,2570000
2003,39,3,2,1543000
2003,39,3,3,1543000
2003,39,4,1,640000
2003,39,4,2,355200
2003,39,4,3,349000
2003,39,5,1,65000
2003,39,5,2,34200
2003,39,5,3,28000
2003,39,6,1,575000
2003,39,6,2,321000
2003,39,6,3,321000
2003,39,7,1,2107000
2003,39,7,2,1122000
2003,39,7,3,1122000
2003,39,8,1,11525
2003,39,8,2,0
2003,39,8,3,0
2003,357,0,1,-1
2003,357,0,2,-1
2003,357,0,3,-1
2003,357,1,1,-1
2003,357,1,2,-1
2003,357,1,3,-1
2003,357,2,1,-1
2003,357,2,2,-1
2003,357,2,3,-1
2003,357,3,1,-1
2003,357,3,2,-1
2003,357,3,3,-1
2003,357,4,1,-1
2003,357,4,2,-1
2003,357,4,3,-1
2003,357,5,1,-1
2003,357,5,2,-1
2003,357,5,3,-1
2003,357,6,1,-1
2003,357,6,2,-1
2003,357,6,3,-1
2003,357,7,1,-1
2003,357,7,2,-1
2003,357,7,3,-1
2003,357,8,1,-1
2003,357,8,2,-1
2003,357,8,3,-1
2003,371,0,1,-1
2003,371,0,2,-1
2003,371,0,3,-1
2003,371,1,1,-1
2003,371,1,2,-1
2003,371,1,3,-1
2003,371,2,1,-1
2003,371,2,2,-1
2003,371,2,3,-1
2003,371,3,1,-1
2003,371,3,2,-1
2003,371,3,3,-1
2003,371,4,1,-1
2003,371,4,2,-1
2003,371,4,3,-1
2003,371,5,1,-1
2003,371,5,2,-1
2003,371,5,3,-1
2003,371,6,1,-1
2003,371,6,2,-1
2003,371,6,3,-1
2003,371,7,1,-1
2003,371,7,2,-1
2003,371,7,3,-1
2003,371,8,1,-1
2003,371,8,2,-1
2003,371,8,3,-1
2003,370,0,1,-1
2003,370,0,2,-1
2003,370,0,3,-1
2003,370,1,1,-1
2003,370,1,2,-1
2003,370,1,3,-1
2003,370,2,1,-1
2003,370,2,2,-1
2003,370,2,3,-1
2003,370,3,1,-1
2003,370,3,2,-1
2003,370,3,3,-1
2003,370,4,1,-1
2003,370,4,2,-1
2003,370,4,3,-1
2003,370,5,1,-1
2003,370,5,2,-1
2003,370,5,3,-1
2003,370,6,1,-1
2003,370,6,2,-1
2003,370,6,3,-1
2003,370,7,1,-1
2003,370,7,2,-1
2003,370,7,3,-1
2003,370,8,1,-1
2003,370,8,2,-1
2003,370,8,3,-1
2003,352,0,1,87739
2003,352,0,2,76060
2003,352,0,3,52721
2003,352,1,1,28231
2003,352,1,2,25054
2003,352,1,3,18026
2003,352,2,1,17841
2003,352,2,2,14259
2003,352,2,3,4188
2003,352,3,1,6880
2003,352,3,2,6711
2003,352,3,3,2584
2003,352,4,1,4256
2003,352,4,2,2971
2003,352,4,3,2971
2003,352,5,1,-1
2003,352,5,2,-1
2003,352,5,3,-1
2003,352,6,1,-1
2003,352,6,2,-1
2003,352,6,3,-1
2003,352,7,1,27600
2003,352,7,2,24952
2003,352,7,3,24952
2003,352,8,1,2931
2003,352,8,2,2113
2003,352,8,3,0
2003,36,0,1,-1
2003,36,0,2,-1
2003,36,0,3,-1
2003,36,1,1,-1
2003,36,1,2,-1
2003,36,1,3,-1
2003,36,2,1,-1
2003,36,2,2,-1
2003,36,2,3,-1
2003,36,3,1,-1
2003,36,3,2,-1
2003,36,3,3,-1
2003,36,4,1,-1
2003,36,4,2,-1
2003,36,4,3,-1
2003,36,5,1,-1
2003,36,5,2,-1
2003,36,5,3,-1
2003,36,6,1,-1
2003,36,6,2,-1
2003,36,6,3,-1
2003,36,7,1,-1
2003,36,7,2,-1
2003,36,7,3,-1
2003,36,8,1,-1
2003,36,8,2,-1
2003,36,8,3,-1
2003,356,0,1,-1
2003,356,0,2,-1
2003,356,0,3,-1
2003,356,1,1,-1
2003,356,1,2,-1
2003,356,1,3,-1
2003,356,2,1,-1
2003,356,2,2,-1
2003,356,2,3,-1
2003,356,3,1,-1
2003,356,3,2,-1
2003,356,3,3,-1
2003,356,4,1,-1
2003,356,4,2,-1
2003,356,4,3,-1
2003,356,5,1,-1
2003,356,5,2,-1
2003,356,5,3,-1
2003,356,6,1,-1
2003,356,6,2,-1
2003,356,6,3,-1
2003,356,7,1,-1
2003,356,7,2,-1
2003,356,7,3,-1
2003,356,8,1,-1
2003,356,8,2,-1
2003,356,8,3,-1
2003,31,0,1,3394000
2003,31,0,2,3071310
2003,31,0,3,1915000
2003,31,1,1,1483000
2003,31,1,2,1422290
2003,31,1,3,1016000
2003,31,2,1,539000
2003,31,2,2,495970
2003,31,2,3,107000
2003,31,3,1,609000
2003,31,3,2,555050
2003,31,3,3,194000
2003,31,4,1,219000
2003,31,4,2,186000
2003,31,4,3,186000
2003,31,5,1,-1
2003,31,5,2,-1
2003,31,5,3,-1
2003,31,6,1,-1
2003,31,6,2,-1
2003,31,6,3,-1
2003,31,7,1,541000
2003,31,7,2,412000
2003,31,7,3,412000
2003,31,8,1,3000
2003,31,8,2,0
2003,31,8,3,0
2003,43,0,1,1159972
2003,43,0,2,896590
2003,43,0,3,744163
2003,43,1,1,539090
2003,43,1,2,475090
2003,43,1,3,439090
2003,43,2,1,216756
2003,43,2,2,157291
2003,43,2,3,66454
2003,43,3,1,61152
2003,43,3,2,24345
2003,43,3,3,11714
2003,43,4,1,61904
2003,43,4,2,34383
2003,43,4,3,34383
2003,43,5,1,-1
2003,43,5,2,-1
2003,43,5,3,-1
2003,43,6,1,-1
2003,43,6,2,-1
2003,43,6,3,-1
2003,43,7,1,219000
2003,43,7,2,181496
2003,43,7,3,181496
2003,43,8,1,62070
2003,43,8,2,23985
2003,43,8,3,11026
2003,48,0,1,-1
2003,48,0,2,-1
2003,48,0,3,-1
2003,48,1,1,-1
2003,48,1,2,-1
2003,48,1,3,-1
2003,48,2,1,-1
2003,48,2,2,-1
2003,48,2,3,-1
2003,48,3,1,-1
2003,48,3,2,-1
2003,48,3,3,-1
2003,48,4,1,-1
2003,48,4,2,-1
2003,48,4,3,-1
2003,48,5,1,-1
2003,48,5,2,-1
2003,48,5,3,-1
2003,48,6,1,-1
